image_filename,게시물수,팔로워수,팔로잉수,프로필 링크,촬영 구도,동작,인물 수,의상,색감_분위기_통합,고유한 특징,url1,url2,url3
sun.graphy_01.png,915,2.8만,731,,"근접샷,전신샷","소품 활용/기타, 손잡기/애정 표현",2명,"웨딩 드레스, 턱시도, 캐주얼","따뜻한, 로맨틱, 밝은, 자연스러운, 행복한, 화사한","자연 배경, 선명한 색상",https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/447282590_346670144831222_6286282159760105839_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=xTg8sDGjCwoQ7kNvgEAoDpg&_nc_gid=fe3bb54b14ae4002a61c5daf60d9a84e&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM4MjA0MjczMDg4NzQyODA0OA%3D%3D.3-ccb7-5&oh=00_AYAYMyjRVHVVWYblIeBZ8aAf6Y_fp7EGvmFg3WJKUnRakQ&oe=676C8E11&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/447154438_957009636119752_5008701983103194935_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjI5MzUwLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=104&_nc_ohc=8ZQXFHQm97IQ7kNvgEWOWsO&_nc_gid=fe3bb54b14ae4002a61c5daf60d9a84e&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM3OTgxOTI2NDQzNjEzOTY1MA%3D%3D.3-ccb7-5&oh=00_AYBu3X6bRzgDSZpOZ3MDLtBePb8eE0jcQJQTKaksiyFvqg&oe=676C7859&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/446238597_2209785282697726_4713508130262341469_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=110&_nc_ohc=HwUouAupoPAQ7kNvgGORvD9&_nc_gid=fe3bb54b14ae4002a61c5daf60d9a84e&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM3ODUxNDkyODIxNzI1NDA1Ng%3D%3D.3-ccb7-5&oh=00_AYBT8Aw6h7Kj0N-PrTWu-SAiPMEz03PeZH0-jxs6bmwLVg&oe=676C7261&_nc_sid=22de04
aedam_snap_01.png,428,3.8만,698,,반신샷,"미소/웃음, 포옹/키스",2명,"웨딩 드레스, 턱시도, 캐주얼","따뜻한, 로맨틱, 자연스러운, 즐거운","역광, 자연 배경",https://scontent-nrt1-2.cdninstagram.com/v/t51.2885-15/464881875_18009215714649504_836498445198538182_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDExNTIuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=YQ-NlTvc9bkQ7kNvgGLatb4&_nc_gid=e513088b85854ecaa3549c364d3800d6&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5MDI2MDI4NTk5MzU4NjkwMw%3D%3D.3-ccb7-5&oh=00_AYCd2HoGqS7gbsGr46zCBFZ6wTbslJLssF29ZygSj864jg&oe=676D8D4A&_nc_sid=7a9f4b,https://scontent-nrt1-2.cdninstagram.com/v/t51.2885-15/464906407_18008962208649504_8861918787741423548_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=Tx5ZA_YMAJgQ7kNvgHoRpcg&_nc_gid=e513088b85854ecaa3549c364d3800d6&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ4ODgwMTQ5MzY5MTAxMDMxNw%3D%3D.3-ccb7-5&oh=00_AYCMvFGquhCY7UKnV9ir7692T7fCDtNuBeJqLEPUIV4gbQ&oe=676D639C&_nc_sid=7a9f4b,https://scontent-nrt1-2.cdninstagram.com/v/t51.2885-15/464019550_18008174489649504_3046918611213633406_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=k6sfB_-nTqQQ7kNvgGgVvsi&_nc_gid=e513088b85854ecaa3549c364d3800d6&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ4NDM1NjcyODM2ODQwMDc1OQ%3D%3D.3-ccb7-5&oh=00_AYCoQdw7FoLXha-eMiXAS3pvRBKsXH00ZVcgy6bMmUpevg&oe=676D6D67&_nc_sid=7a9f4b
aedam_snap_02.png,428,3.8만,698,,반신샷,"미소/웃음, 포옹/키스",2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱, 자연스러운, 행복한","감성적, 자연 배경",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/447920173_3747108475563213_2103131558692864526_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4zMDcyeDU0NjAuc2RyLmYyOTM1MC5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=7N32fT9QbcgQ7kNvgHfVMOb&_nc_gid=87dfe920e8c946b3b46e535afe792348&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM4NTExMjY2MTM4MDExNjA1Ng%3D%3D.3-ccb7-5&oh=00_AYAk-j1c4YYhJ6qJyt7LJMsKaXK8GadoCKj8OpL86P_LlQ&oe=676D799E&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/447510574_445786668171055_8898542542015942004_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=GxhiME3EATwQ7kNvgHzvlej&_nc_gid=87dfe920e8c946b3b46e535afe792348&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM4MTUzMDM5NDkyNTkxMTczNA%3D%3D.3-ccb7-5&oh=00_AYDbc4f_yp6ti4qALSEcqpo8DCJ2YdxUIRoLRUfOMjUBgA&oe=676D7E11&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/445355460_17989718132649504_6453821361917858662_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=wIsiWi6dac0Q7kNvgFfys16&_nc_gid=87dfe920e8c946b3b46e535afe792348&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM3ODYwOTkxNDQ5NjA3MTMxNQ%3D%3D.3-ccb7-5&oh=00_AYC6Q8aDganyMrsXgGdi9M-6juFfoNdqAy4Rf45nIUHD3w&oe=676D9116&_nc_sid=22de04
aedam_snap_03.png,428,3.8만,698,,"근접샷,반신샷","포옹/키스, 손잡기/애정 표현",2명,"웨딩 드레스, 턱시도, 캐주얼","따뜻한, 로맨틱",자연 배경,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/438221507_17987600147649504_3759770017099708006_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDk2MC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=BtLt6eDqQ1MQ7kNvgFV92Fn&_nc_gid=84d6e45432064e9d80ff84876b9736cd&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM2NTU4MDA1MDQyMzYxMzk4Ng%3D%3D.3-ccb7-5&oh=00_AYA6AKPiggfqZXlO363Ku4jJMq3YR1wfyUeBYY76GlDJew&oe=676D678B&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/441655103_1469764033638607_5639955132416430526_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=E9-Wi2MUeRQQ7kNvgEuakuv&_nc_gid=84d6e45432064e9d80ff84876b9736cd&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM2MjcyNDY1OTAxODU3ODQxOA%3D%3D.3-ccb7-5&oh=00_AYCwhxRIiUhaYJB5WcwOVN9UlfxB59JoT1WvZOL97l7NjA&oe=676D9307&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/438304618_17986800596649504_2890905909594116093_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=wV3iaMmBOTQQ7kNvgFnupwL&_nc_gid=84d6e45432064e9d80ff84876b9736cd&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM2MTIxNTcwMjk1NTc0ODg2Ng%3D%3D.3-ccb7-5&oh=00_AYAfvi7lnKVaRoRlBSYVMWVqAmJHig0ndv2Kwcj8J3oK0g&oe=676D8D77&_nc_sid=22de04
poba_min_01.png,635,3.7만,413,,"반신샷,전신샷","소품 활용/기타, 포옹/키스",2명,캐주얼,"감성적, 따뜻한, 로맨틱, 자연스러운","부드러운 조명, 자연 배경",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/464482300_1763167321178586_55070061580142826_n.heic?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=SbnliW9q66AQ7kNvgHPO2sf&_nc_gid=3809cdbaa4de41c4a4b7530ef915d5a3&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NjU4NTUzODQ2NjM4MDcxMw%3D%3D.3-ccb7-5&oh=00_AYA-8cAZrb8TnvyQFrOqC7h-IW8YQ6gvnNObjSNRKtD6Qg&oe=676D8FCF&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/464297088_1090628092655667_7965533085271303933_n.heic?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=gsv8IhiNvVEQ7kNvgExeS2b&_nc_gid=3809cdbaa4de41c4a4b7530ef915d5a3&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NDkwNDM4ODUxNzg1Mjg1NA%3D%3D.3-ccb7-5&oh=00_AYCrM-cgbBdgKlAaYpgDMRqBsP27Jv1DvuzvipG2tmACsw&oe=676D899E&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/464273582_1237386023968905_584764338039308761_n.heic?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=0uYYfjtMykMQ7kNvgE7UG4f&_nc_gid=3809cdbaa4de41c4a4b7530ef915d5a3&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NDQ5MjYxOTczNTYxMzg0MQ%3D%3D.3-ccb7-5&oh=00_AYAGwQ3HO3nG8zqi0F8mxi_QipV82SlWkDopxXcrdSTbUQ&oe=676D91C8&_nc_sid=22de04
poba_min_02.png,635,3.7만,413,,"반신샷,전신샷",포옹/키스,2명,"웨딩 드레스, 턱시도","감성적, 따뜻한, 로맨틱, 사랑스러운, 자연적인, 평화로운","야외 촬영, 해변, 교회",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/449293995_809798091120035_5350813070331088668_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE2NTEuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=QRgrZ9EGLiMQ7kNvgEtNcq1&_nc_gid=868af26d3cce488a8c6a315fea33655d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM5ODgyMDgwMDY2Mzk2MDQ5Nw%3D%3D.3-ccb7-5&oh=00_AYDBwTfXRYiKJZBgCSwuiAs3DZvGEY60-vS_65uJ_IBhNQ&oe=676D7B42&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/449154289_968661121662895_2380455463165821294_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=SMh6qhmfeT4Q7kNvgFtlRdM&_nc_gid=7560a110fa2c4b218c3ddaf64f9166db&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM5ODgwNDM2NTY3ODE4NTY2Ng%3D%3D.3-ccb7-5&oh=00_AYANLsGH7lj-rjL5bmSxHw1KZDtIWwMviJYP2_zbGsxf8Q&oe=676D9282&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/449078302_1931733393940610_2773653312285657755_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=b0oS9sTkx3MQ7kNvgFLPJ8R&_nc_gid=7560a110fa2c4b218c3ddaf64f9166db&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM5ODEwMTc1MDI2NjkzODI2OA%3D%3D.3-ccb7-5&oh=00_AYC9eyaqBSJQnRkxOWU3iEdkk4JeDGm8w8FrWXb4OICReQ&oe=676D7F22&_nc_sid=22de04
cmbg___01.png,81,5202,63,,반신샷,포옹/키스,2명,"캐주얼, 웨딩 드레스, 턱시도","감성적, 로맨틱, 물빛, 어두운, 자연적인","야외, 물과 자동차, 밤과 낮",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/462426832_8658387437556224_494508578418927591_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=TkUvBOtKa8sQ7kNvgFL2v26&_nc_gid=dd40b3f6d2d241a185f077a0f4a6c950&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ3NTgxNjczNTI0NzY2ODc1Mw%3D%3D.3-ccb7-5&oh=00_AYAU2vIDleN5bgIJBWyDC8VgfUJ_Pl_gOtp8IUtCmKv3SA&oe=676D84F1&_nc_sid=7a9f4b,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/461919506_561078936487615_1588968135753604995_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=BxT218x5lCgQ7kNvgHso7mo&_nc_gid=dd40b3f6d2d241a185f077a0f4a6c950&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ2OTkzMjQ1Njg5NDY1NTI0MQ%3D%3D.3-ccb7-5&oh=00_AYDWh8SE_03aWl9Z23m6AF3BMA6DTYRevJn282zX4E-nYw&oe=676D7A85&_nc_sid=7a9f4b,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/460549224_2263754917319928_1618397894865776954_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDk2MS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=Gg1R6OEqgGkQ7kNvgG42GmM&_nc_gid=693361196e9a431b93f7271dd111fd00&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ1OTgyODE3MjkyODY5MDQwMQ%3D%3D.3-ccb7-5&oh=00_AYA4UaATt6r8hYWIIA9FKVEaD_tXZi5LGQPyW3upZbFeIA&oe=676D93CD&_nc_sid=22de04
cmbg___02.png,81,5202,63,,"반신샷,전신샷",포옹/키스,2명,"웨딩 드레스, 턱시도","감성적, 따뜻한, 로맨틱, 어두운","자연스러운 배경, 도시 야경, 은은한 조명",https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/440926811_744343387902420_1195849396300301985_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=-YeBktQANMoQ7kNvgEWRYyw&_nc_gid=3576c99fbf6a41c6a87f9f54db2f09c0&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1Njc5MjU4ODYwMDg5MzA1MQ%3D%3D.3-ccb7-5&oh=00_AYBbLujYDB6t-wRmj5Cpo3cc3DnHYKM_SDOpaWy5kAwOHw&oe=676D95C5&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/440861757_1153440549192131_2210733141865184483_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=F0TqoHOsrYkQ7kNvgHGOzlR&_nc_gid=3576c99fbf6a41c6a87f9f54db2f09c0&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1NTk2MDc1NDU2NzUxMTI3MA%3D%3D.3-ccb7-5&oh=00_AYDYBNHDpZh0PeDlFqWGgs2OCgMsSL9gtrIGuo-hGOo2hw&oe=676D9389&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/439416023_310246158773956_6862100752359784700_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=104&_nc_ohc=RoVcen0iiGwQ7kNvgFJndgw&_nc_gid=ab6f244bb6864542a1be37b98f0955e7&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1MjQ2ODYzNjc3NTY0NzQzMQ%3D%3D.3-ccb7-5&oh=00_AYDqAYTLp35O1B_4uqWuV9u2XMbAFTE7elzyG40s62miEw&oe=676D6976&_nc_sid=22de04
cmbg___03.png,81,5202,63,,반신샷,포옹/키스,2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱",자연스러움,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/433422373_6654143944686343_5279591483665368457_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=XVTYiRAoG0IQ7kNvgFwluLK&_nc_gid=ab6f244bb6864542a1be37b98f0955e7&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzMyNTQzOTI0NDM1MDI4NzcyNA%3D%3D.3-ccb7-5&oh=00_AYCWFk1NdKtRmGGV_aIk9vsnAenPikjVoiOGLCYnYM99Yw&oe=676D7EBF&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/432361099_1335978773761242_9092123508394325580_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=s5PJOIvibckQ7kNvgFDsbSB&_nc_gid=ab6f244bb6864542a1be37b98f0955e7&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzMyMDYxMDkxODI2ODEwOTk3Mg%3D%3D.3-ccb7-5&oh=00_AYCYiDEBYPIlfT40NccSgOLkA_Pvvj5ryyx0UYjsk-hQTg&oe=676D94E4&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/431588454_374488388873198_6979894116008775765_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=AiPg8fA4BLIQ7kNvgE4ThKs&_nc_gid=b6a440e6cdc94a66a5ba01bea0b79210&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzMxNjI1NDc3NzM1ODU4MTQzMA%3D%3D.3-ccb7-5&oh=00_AYB_tDhFreBKdF8FHfQBWeFgK7DtnW1Wc00nmVMlOIrEdw&oe=676D936A&_nc_sid=22de04
taerang_pic_01.png,64,1117,437,,"근접샷,전신샷",포옹/키스,2명,캐주얼,"따뜻한, 로맨틱, 자연스러운, 편안한","자연 속, 감성적인",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/465614960_3524788110984872_7296286838022719688_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ZNxP_L1xmGMQ7kNvgGCFZJg&_nc_gid=ee6d1da5523b4c459984beff93dabeb2&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5Mzc4MjI2NzYxNDc2ODkzNA%3D%3D.3-ccb7-5&oh=00_AYCJaaId_qGF_bb28Jw_9nf-fx-F-aOAoHmMAKS36AqUkQ&oe=676D8319&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/465190946_3753679111560756_211936068977624446_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=XBAmqEynuV4Q7kNvgFWynL_&_nc_gid=ee6d1da5523b4c459984beff93dabeb2&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5MTU5ODQ4MDY0NjY1MzYzNw%3D%3D.3-ccb7-5&oh=00_AYBg8DyktOI4V-miMkcY5bVCTFuMuXi21jo2NDSXUtxM9Q&oe=676D759C&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/464986501_8639692909452727_2297448207961056090_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=YUU3FAAVjXsQ7kNvgFADo4z&_nc_gid=ee6d1da5523b4c459984beff93dabeb2&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5MDg4NjA4NzI1NTgzNjkwOA%3D%3D.3-ccb7-5&oh=00_AYDa_yspi0Tf9oW0YDTN3etO52b5dPRUXMZfIxb55AcxcA&oe=676D6D1F&_nc_sid=22de04
